ts,hour_utc,coin,spread,cost54,cost109
1789355495,3,BTC,0.000001,0.000001,0.000001
1789355495,3,ETH,0.000080,0.000040,0.000040
1789355495,3,SOL,0.000099,0.000049,0.000049
1789355495,3,ADA,0.000481,0.000241,0.000241
1789355495,3,LINK,0.000350,0.000244,0.000254
1789355495,3,AVAX,0.000135,0.000067,0.000067
1789355495,3,XRP,0.000291,0.000146,0.000146
1789355495,3,DOT,0.000980,0.000571,0.000579
1789355495,3,XLM,0.000055,0.000511,0.000846
1789355495,3,SUI,0.000419,0.000209,0.000209
1789355495,3,HYPE,0.000151,0.000087,0.000114
1789355495,3,ZEC,0.000396,0.000206,0.000225
1789355495,3,AAVE,0.001752,0.001142,0.001489
1789355495,3,TAO,0.000423,0.000542,0.000589
1789355495,3,NEAR,0.000842,0.000421,0.000421
1789355495,3,BILL,0.006130,0.003720,0.003776
1789355545,3,BTC,0.000001,0.000001,0.000001
1789355545,3,ETH,0.000079,0.000040,0.000040
1789355545,3,SOL,0.000099,0.000049,0.000049
1789355545,3,ADA,0.000481,0.000241,0.000241
1789355545,3,LINK,0.000350,0.000244,0.000254
1789355545,3,AVAX,0.000673,0.000337,0.000379
1789355545,3,XRP,0.000146,0.000114,0.000130
1789355545,3,DOT,0.000882,0.000522,0.000531
1789355545,3,XLM,0.001654,0.000982,0.001547
1789355545,3,SUI,0.000558,0.000279,0.000279
1789355545,3,HYPE,0.000276,0.000148,0.000162
1789355545,3,ZEC,0.000009,0.000005,0.000005
1789355545,3,AAVE,0.001831,0.001222,0.001692
1789355545,3,TAO,0.000846,0.000423,0.000423
1789355545,3,NEAR,0.000842,0.000421,0.000421
1789355545,3,BILL,0.006121,0.003714,0.003770
1789355602,3,BTC,0.000001,0.000001,0.000001
1789355602,3,ETH,0.000024,0.000012,0.000012
1789355602,3,SOL,0.000099,0.000049,0.000049
1789355602,3,ADA,0.000481,0.000240,0.000240
1789355602,3,LINK,0.000263,0.000200,0.000210
1789355602,3,AVAX,0.000538,0.000269,0.000312
1789355602,3,XRP,0.000146,0.000114,0.000130
1789355602,3,DOT,0.001078,0.000621,0.000629
1789355602,3,XLM,0.000606,0.000458,0.000944
1789355602,3,SUI,0.000279,0.000140,0.000140
1789355602,3,HYPE,0.000113,0.000056,0.000056
1789355602,3,ZEC,0.000460,0.000238,0.000257
1789355602,3,AAVE,0.000635,0.000542,0.000977
1789355602,3,TAO,0.000423,0.000542,0.000589
1789355602,3,NEAR,0.000421,0.000210,0.000210
1789355602,3,BILL,0.006116,0.003693,0.003758
1789356105,3,BTC,0.000001,0.000001,0.000001
1789356105,3,ETH,0.000004,0.000002,0.000002
1789356105,3,SOL,0.000198,0.000099,0.000099
1789356105,3,ADA,0.000481,0.000241,0.000241
1789356105,3,LINK,0.000351,0.000245,0.000254
1789356105,3,AVAX,0.000404,0.000202,0.000245
1789356105,3,XRP,0.000218,0.000109,0.000172
1789356105,3,DOT,0.000589,0.000376,0.000384
1789356105,3,XLM,0.002536,0.001305,0.001314
1789356105,3,SUI,0.000140,0.000175,0.000263
1789356105,3,HYPE,0.000251,0.000135,0.000149
1789356105,3,ZEC,0.000343,0.000171,0.000171
1789356105,3,AAVE,0.000317,0.001064,0.001527
1789356105,3,TAO,0.000849,0.000425,0.000425
1789356105,3,NEAR,0.000420,0.000210,0.000210
1789356105,3,BILL,0.005378,0.003327,0.003393
1789356156,3,BTC,0.000001,0.000001,0.000001
1789356156,3,ETH,0.000068,0.000034,0.000034
1789356156,3,SOL,0.000099,0.000049,0.000049
1789356156,3,ADA,0.000481,0.000241,0.000241
1789356156,3,LINK,0.000263,0.000270,0.000289
1789356156,3,AVAX,0.000269,0.000135,0.000178
1789356156,3,XRP,0.000218,0.000109,0.000124
1789356156,3,DOT,0.000687,0.000425,0.000434
1789356156,3,XLM,0.002868,0.001471,0.001480
1789356156,3,SUI,0.000279,0.000140,0.000140
1789356156,3,HYPE,0.000238,0.000123,0.000150
1789356156,3,ZEC,0.000072,0.000044,0.000063
1789356156,3,AAVE,0.000475,0.000407,0.000844
1789356156,3,TAO,0.000849,0.000424,0.000424
1789356156,3,NEAR,0.000838,0.000419,0.000419
1789356156,3,BILL,0.006130,0.003701,0.003767
1789356212,3,BTC,0.000001,0.000001,0.000001
1789356212,3,ETH,0.000004,0.000002,0.000002
1789356212,3,SOL,0.000198,0.000099,0.000099
1789356212,3,ADA,0.000481,0.000241,0.000241
1789356212,3,LINK,0.000263,0.000201,0.000210
1789356212,3,AVAX,0.000943,0.000472,0.000472
1789356212,3,XRP,0.000146,0.000114,0.000130
1789356212,3,DOT,0.001276,0.000720,0.000728
1789356212,3,XLM,0.002593,0.001333,0.001343
1789356212,3,SUI,0.000418,0.000209,0.000209
1789356212,3,HYPE,0.000113,0.000058,0.000159
1789356212,3,ZEC,0.000325,0.000164,0.000168
1789356212,3,AAVE,0.001268,0.000804,0.001241
1789356212,3,TAO,0.000850,0.000425,0.000425
1789356212,3,NEAR,0.000420,0.000210,0.000210
1789356212,3,BILL,0.005366,0.003993,0.004106
1789356716,3,BTC,0.000001,0.000001,0.000001
1789356716,3,ETH,0.000004,0.000002,0.000002
1789356716,3,SOL,0.000198,0.000099,0.000099
1789356716,3,ADA,0.000964,0.000482,0.000482
1789356716,3,LINK,0.000351,0.000245,0.000254
1789356716,3,AVAX,0.000404,0.000202,0.000202
1789356716,3,XRP,0.000218,0.000109,0.000109
1789356716,3,DOT,0.000589,0.000294,0.000294
1789356716,3,XLM,0.001596,0.001225,0.001815
1789356716,3,SUI,0.000418,0.000209,0.000209
1789356716,3,HYPE,0.000013,0.000124,0.000191
1789356716,3,ZEC,0.000162,0.000242,0.000326
1789356716,3,AAVE,0.000397,0.000259,0.000269
1789356716,3,TAO,0.000849,0.000424,0.000424
1789356716,3,NEAR,0.000421,0.000210,0.000210
1789356716,3,BILL,0.006920,0.004099,0.004165
1789356766,3,BTC,0.000001,0.000001,0.000001
1789356766,3,ETH,0.000084,0.000042,0.000042
1789356766,3,SOL,0.000099,0.000050,0.000050
1789356766,3,ADA,0.000482,0.000556,0.000640
1789356766,3,LINK,0.000351,0.000245,0.000254
1789356766,3,AVAX,0.000539,0.000270,0.000313
1789356766,3,XRP,0.000145,0.000124,0.000171
1789356766,3,DOT,0.000688,0.000426,0.000434
1789356766,3,XLM,0.001815,0.001463,0.001626
1789356766,3,SUI,0.000279,0.000255,0.000267
1789356766,3,HYPE,0.000138,0.000105,0.000156
1789356766,3,ZEC,0.000009,0.000005,0.000005
1789356766,3,AAVE,0.000715,0.000418,0.000428
1789356766,3,TAO,0.000850,0.000425,0.000425
1789356766,3,NEAR,0.000841,0.000421,0.000421
1789356766,3,BILL,0.006931,0.004124,0.004180
1789356822,3,BTC,0.000001,0.000001,0.000001
1789356822,3,ETH,0.000044,0.000022,0.000022
1789356822,3,SOL,0.000198,0.000099,0.000099
1789356822,3,ADA,0.000483,0.000687,0.000705
1789356822,3,LINK,0.000264,0.000132,0.000132
1789356822,3,AVAX,0.000135,0.000067,0.000136
1789356822,3,XRP,0.000218,0.000178,0.000180
1789356822,3,DOT,0.000787,0.000475,0.000484
1789356822,3,XLM,0.002586,0.001432,0.001501
1789356822,3,SUI,0.000279,0.000255,0.000268
1789356822,3,HYPE,0.000201,0.000100,0.000100
1789356822,3,ZEC,0.000135,0.000068,0.000068
1789356822,3,AAVE,0.001113,0.000617,0.000627
1789356822,3,TAO,0.000850,0.000425,0.000425
1789356822,3,NEAR,0.000421,0.000540,0.000586
1789356822,3,BILL,0.006163,0.003722,0.003788
1789357326,3,BTC,0.000001,0.000001,0.000001
1789357326,3,ETH,0.000084,0.000042,0.000042
1789357326,3,SOL,0.000099,0.000050,0.000050
1789357326,3,ADA,0.000484,0.000242,0.000242
1789357326,3,LINK,0.000353,0.000316,0.000334
1789357326,3,AVAX,0.000541,0.000271,0.000314
1789357326,3,XRP,0.000073,0.000036,0.000053
1789357326,3,DOT,0.000099,0.000921,0.000930
1789357326,3,XLM,0.002979,0.001526,0.001536
1789357326,3,SUI,0.000140,0.000070,0.000070
1789357326,3,HYPE,0.000163,0.000084,0.000115
1789357326,3,ZEC,0.000280,0.000165,0.000221
1789357326,3,AAVE,0.000080,0.001242,0.001439
1789357326,3,TAO,0.000425,0.000213,0.000213
1789357326,3,NEAR,0.000422,0.000559,0.000596
1789357326,3,BILL,0.005403,0.003343,0.003409
1789357377,3,BTC,0.000001,0.000001,0.000001
1789357377,3,ETH,0.000088,0.000044,0.000044
1789357377,3,SOL,0.000199,0.000099,0.000110
1789357377,3,ADA,0.000484,0.000242,0.000242
1789357377,3,LINK,0.000264,0.000202,0.000211
1789357377,3,AVAX,0.000271,0.000135,0.000179
1789357377,3,XRP,0.000146,0.000114,0.000130
1789357377,3,DOT,0.000789,0.000477,0.000485
1789357377,3,XLM,0.002869,0.001471,0.001480
1789357377,3,SUI,0.000420,0.000210,0.000210
1789357377,3,HYPE,0.000239,0.000119,0.000123
1789357377,3,ZEC,0.000516,0.000272,0.000306
1789357377,3,AAVE,0.000398,0.000199,0.000199
1789357377,3,TAO,0.000425,0.000213,0.000213
1789357377,3,NEAR,0.000422,0.000540,0.000587
1789357377,3,BILL,0.004630,0.002975,0.003031
1789357433,3,BTC,0.000001,0.000001,0.000001
1789357433,3,ETH,0.000004,0.000002,0.000002
1789357433,3,SOL,0.000099,0.000145,0.000147
1789357433,3,ADA,0.000967,0.000484,0.000484
1789357433,3,LINK,0.000441,0.000290,0.000299
1789357433,3,AVAX,0.000135,0.000068,0.000111
1789357433,3,XRP,0.000073,0.000108,0.000145
1789357433,3,DOT,0.000789,0.000476,0.000485
1789357433,3,XLM,0.002980,0.001563,0.001582
1789357433,3,SUI,0.000280,0.000278,0.000279
1789357433,3,HYPE,0.000226,0.000126,0.000145
1789357433,3,ZEC,0.000271,0.000144,0.000163
1789357433,3,AAVE,0.000398,0.000260,0.000269
1789357433,3,TAO,0.000425,0.000213,0.000213
1789357433,3,NEAR,0.000843,0.000422,0.000422
1789357433,3,BILL,0.004626,0.003595,0.003726
1789357937,3,BTC,0.000001,0.000001,0.000001
1789357937,3,ETH,0.000052,0.000026,0.000026
1789357937,3,SOL,0.000099,0.000050,0.000050
1789357937,3,ADA,0.000484,0.000242,0.000242
1789357937,3,LINK,0.000264,0.000202,0.000211
1789357937,3,AVAX,0.000135,0.000068,0.000068
1789357937,3,XRP,0.000146,0.000073,0.000081
1789357937,3,DOT,0.000591,0.000377,0.000386
1789357937,3,XLM,0.002097,0.001451,0.001554
1789357937,3,SUI,0.000420,0.000210,0.000210
1789357937,3,HYPE,0.000125,0.000070,0.000102
1789357937,3,ZEC,0.000369,0.000191,0.000212
1789357937,3,AAVE,0.000956,0.000539,0.000548
1789357937,3,TAO,0.000850,0.000425,0.000425
1789357937,3,NEAR,0.000420,0.000612,0.000621
1789357937,3,BILL,0.005395,0.003357,0.003413
1789357987,3,BTC,0.000001,0.000001,0.000001
1789357987,3,ETH,0.000004,0.000059,0.000074
1789357987,3,SOL,0.000099,0.000336,0.000342
1789357987,3,ADA,0.000483,0.000577,0.000652
1789357987,3,LINK,0.000352,0.000246,0.000255
1789357987,3,AVAX,0.000270,0.000135,0.000135
1789357987,3,XRP,0.000146,0.000131,0.000152
1789357987,3,DOT,0.000788,0.000476,0.000484
1789357987,3,XLM,0.003197,0.001782,0.001828
1789357987,3,SUI,0.000280,0.000257,0.000269
1789357987,3,HYPE,0.000012,0.000057,0.000111
1789357987,3,ZEC,0.000234,0.000117,0.000117
1789357987,3,AAVE,0.001513,0.001044,0.001494
1789357987,3,TAO,0.000425,0.000508,0.000573
1789357987,3,NEAR,0.000419,0.000536,0.000583
1789357987,3,BILL,0.005391,0.003335,0.003401
1789358043,3,BTC,0.000001,0.000001,0.000001
1789358043,3,ETH,0.000096,0.000048,0.000048
1789358043,3,SOL,0.000099,0.000050,0.000050
1789358043,3,ADA,0.000483,0.000521,0.000624
1789358043,3,LINK,0.000264,0.000202,0.000211
1789358043,3,AVAX,0.000947,0.000473,0.000517
1789358043,3,XRP,0.000219,0.000109,0.000109
1789358043,3,DOT,0.000788,0.000476,0.000484
1789358043,3,XLM,0.002367,0.001501,0.001863
1789358043,3,SUI,0.000419,0.000210,0.000210
1789358043,3,HYPE,0.000013,0.000108,0.000200
1789358043,3,ZEC,0.000126,0.000076,0.000105
1789358043,3,AAVE,0.001432,0.000917,0.001446
1789358043,3,TAO,0.000849,0.000425,0.000425
1789358043,3,NEAR,0.000839,0.000419,0.000419
1789358043,3,BILL,0.004619,0.002949,0.003015
1789358548,4,BTC,0.000001,0.000001,0.000001
1789358548,4,ETH,0.000060,0.000030,0.000036
1789358548,4,SOL,0.000099,0.000050,0.000050
1789358548,4,ADA,0.000484,0.000504,0.000616
1789358548,4,LINK,0.000352,0.000246,0.000255
1789358548,4,AVAX,0.000677,0.000338,0.000382
1789358548,4,XRP,0.000073,0.000119,0.000169
1789358548,4,DOT,0.000592,0.000296,0.000296
1789358548,4,XLM,0.003412,0.001743,0.001752
1789358548,4,SUI,0.000280,0.000140,0.000140
1789358548,4,HYPE,0.000163,0.000084,0.000102
1789358548,4,ZEC,0.000009,0.000005,0.000005
1789358548,4,AAVE,0.000955,0.000538,0.000548
1789358548,4,TAO,0.000425,0.000212,0.000212
1789358548,4,NEAR,0.000840,0.000420,0.000420
1789358548,4,BILL,0.005395,0.003338,0.003404
1789358597,4,BTC,0.000001,0.000001,0.000001
1789358597,4,ETH,0.000092,0.000046,0.000046
1789358597,4,SOL,0.000099,0.000050,0.000050
1789358597,4,ADA,0.000484,0.000242,0.000242
1789358597,4,LINK,0.000352,0.000176,0.000176
1789358597,4,AVAX,0.000271,0.000135,0.000222
1789358597,4,XRP,0.000219,0.000129,0.000156
1789358597,4,DOT,0.000394,0.000197,0.000198
1789358597,4,XLM,0.002861,0.001639,0.001728
1789358597,4,SUI,0.000140,0.000070,0.000070
1789358597,4,HYPE,0.000075,0.000040,0.000061
1789358597,4,ZEC,0.000198,0.000099,0.000099
1789358597,4,AAVE,0.000955,0.000538,0.000548
1789358597,4,TAO,0.000425,0.000212,0.000212
1789358597,4,NEAR,0.000420,0.000210,0.000210
1789358597,4,BILL,0.006163,0.003741,0.003797
1789358654,4,BTC,0.000001,0.000001,0.000001
1789358654,4,ETH,0.000068,0.000034,0.000034
1789358654,4,SOL,0.000099,0.000050,0.000050
1789358654,4,ADA,0.000484,0.000559,0.000643
1789358654,4,LINK,0.000264,0.000202,0.000211
1789358654,4,AVAX,0.000541,0.000271,0.000358
1789358654,4,XRP,0.000146,0.000124,0.000172
1789358654,4,DOT,0.000592,0.000378,0.000386
1789358654,4,XLM,0.002365,0.001652,0.001804
1789358654,4,SUI,0.000420,0.000210,0.000210
1789358654,4,HYPE,0.000263,0.000131,0.000131
1789358654,4,ZEC,0.000343,0.000179,0.000198
1789358654,4,AAVE,0.000796,0.000459,0.000468
1789358654,4,TAO,0.000425,0.000212,0.000212
1789358654,4,NEAR,0.000420,0.000593,0.000611
1789358654,4,BILL,0.004626,0.002954,0.003020
1789359158,4,BTC,0.000001,0.000001,0.000001
1789359158,4,ETH,0.000060,0.000041,0.000061
1789359158,4,SOL,0.000099,0.000050,0.000050
1789359158,4,ADA,0.000483,0.000242,0.000242
1789359158,4,LINK,0.000264,0.000132,0.000132
1789359158,4,AVAX,0.000812,0.000406,0.000450
1789359158,4,XRP,0.000219,0.000109,0.000109
1789359158,4,DOT,0.000196,0.000580,0.000584
1789359158,4,XLM,0.002917,0.001641,0.001688
1789359158,4,SUI,0.000419,0.000209,0.000209
1789359158,4,HYPE,0.000188,0.000095,0.000115
1789359158,4,ZEC,0.000009,0.000004,0.000004
1789359158,4,AAVE,0.001429,0.000775,0.000785
1789359158,4,TAO,0.000423,0.000212,0.000212
1789359158,4,NEAR,0.000838,0.000419,0.000419
1789359158,4,BILL,0.004622,0.002952,0.003017
1789359208,4,BTC,0.000001,0.000001,0.000001
1789359208,4,ETH,0.000084,0.000042,0.000042
1789359208,4,SOL,0.000099,0.000050,0.000050
1789359208,4,ADA,0.000483,0.000242,0.000242
1789359208,4,LINK,0.000264,0.000201,0.000211
1789359208,4,AVAX,0.000812,0.000406,0.000406
1789359208,4,XRP,0.000073,0.000207,0.000231
1789359208,4,DOT,0.000098,0.000819,0.000827
1789359208,4,XLM,0.002916,0.001568,0.001596
1789359208,4,SUI,0.000279,0.000257,0.000268
1789359208,4,HYPE,0.000200,0.000100,0.000136
1789359208,4,ZEC,0.000649,0.000325,0.000325
1789359208,4,AAVE,0.001031,0.000838,0.000875
1789359208,4,TAO,0.000846,0.000423,0.000423
1789359208,4,NEAR,0.000839,0.000419,0.000419
1789359208,4,BILL,0.004619,0.002949,0.003015
1789359265,4,BTC,0.000001,0.000001,0.000001
1789359265,4,ETH,0.000004,0.000002,0.000002
1789359265,4,SOL,0.000099,0.000050,0.000050
1789359265,4,ADA,0.000484,0.000577,0.000652
1789359265,4,LINK,0.000264,0.000132,0.000132
1789359265,4,AVAX,0.000812,0.000406,0.000450
1789359265,4,XRP,0.000146,0.000076,0.000111
1789359265,4,DOT,0.000589,0.000376,0.000384
1789359265,4,XLM,0.003299,0.001686,0.001696
1789359265,4,SUI,0.000419,0.000209,0.000209
1789359265,4,HYPE,0.000338,0.000179,0.000222
1789359265,4,ZEC,0.000454,0.000227,0.000227
1789359265,4,AAVE,0.001111,0.000616,0.000625
1789359265,4,TAO,0.000847,0.000423,0.000423
1789359265,4,NEAR,0.000839,0.000420,0.000420
1789359265,4,BILL,0.004619,0.003589,0.003720
1789359769,4,BTC,0.000001,0.000015,0.000033
1789359769,4,ETH,0.000004,0.000002,0.000002
1789359769,4,SOL,0.000099,0.000050,0.000050
1789359769,4,ADA,0.000483,0.000241,0.000241
1789359769,4,LINK,0.000351,0.000245,0.000254
1789359769,4,AVAX,0.000135,0.000417,0.000480
1789359769,4,XRP,0.000218,0.000109,0.000109
1789359769,4,DOT,0.000589,0.000294,0.000311
1789359769,4,XLM,0.001976,0.001113,0.001179
1789359769,4,SUI,0.000418,0.000257,0.000303
1789359769,4,HYPE,0.000150,0.000078,0.000122
1789359769,4,ZEC,0.000080,0.000040,0.000040
1789359769,4,AAVE,0.000633,0.001357,0.001784
1789359769,4,TAO,0.000424,0.000212,0.000212
1789359769,4,NEAR,0.000418,0.000209,0.000209
1789359769,4,BILL,0.005387,0.003333,0.003398
1789359820,4,BTC,0.000001,0.000001,0.000001
1789359820,4,ETH,0.000099,0.000050,0.000051
1789359820,4,SOL,0.000099,0.000049,0.000049
1789359820,4,ADA,0.000483,0.000241,0.000241
1789359820,4,LINK,0.000439,0.000219,0.000219
1789359820,4,AVAX,0.000135,0.000067,0.000136
1789359820,4,XRP,0.000073,0.000036,0.000036
1789359820,4,DOT,0.000196,0.000701,0.000743
1789359820,4,XLM,0.000932,0.000501,0.000874
1789359820,4,SUI,0.000139,0.000070,0.000070
1789359820,4,HYPE,0.000175,0.000171,0.000211
1789359820,4,ZEC,0.000425,0.000218,0.000233
1789359820,4,AAVE,0.001660,0.001016,0.001351
1789359820,4,TAO,0.000423,0.000212,0.000249
1789359820,4,NEAR,0.000417,0.000551,0.000589
1789359820,4,BILL,0.006154,0.004392,0.004505
1789359876,4,BTC,0.000001,0.000001,0.000001
1789359876,4,ETH,0.000004,0.000002,0.000002
1789359876,4,SOL,0.000198,0.000099,0.000099
1789359876,4,ADA,0.000966,0.000483,0.000483
1789359876,4,LINK,0.000351,0.000314,0.000333
1789359876,4,AVAX,0.000810,0.000405,0.000405
1789359876,4,XRP,0.000073,0.000171,0.000213
1789359876,4,DOT,0.000490,0.000245,0.000253
1789359876,4,XLM,0.001866,0.001004,0.001355
1789359876,4,SUI,0.000139,0.000074,0.000212
1789359876,4,HYPE,0.000325,0.000163,0.000235
1789359876,4,ZEC,0.000249,0.000125,0.000125
1789359876,4,AAVE,0.001581,0.001098,0.001451
1789359876,4,TAO,0.000423,0.000542,0.000589
1789359876,4,NEAR,0.000417,0.000208,0.000208
1789359876,4,BILL,0.005387,0.003333,0.003398
1789360380,4,BTC,0.000001,0.000001,0.000001
1789360380,4,ETH,0.000004,0.000002,0.000002
1789360380,4,SOL,0.000099,0.000050,0.000050
1789360380,4,ADA,0.000485,0.000242,0.000242
1789360380,4,LINK,0.000176,0.000297,0.000325
1789360380,4,AVAX,0.000812,0.000406,0.000449
1789360380,4,XRP,0.000073,0.000036,0.000036
1789360380,4,DOT,0.000589,0.000378,0.000385
1789360380,4,XLM,0.002752,0.001485,0.001514
1789360380,4,SUI,0.000419,0.000210,0.000210
1789360380,4,HYPE,0.000200,0.000107,0.000142
1789360380,4,ZEC,0.000018,0.000009,0.000009
1789360380,4,AAVE,0.001269,0.000695,0.000705
1789360380,4,TAO,0.000425,0.000212,0.000212
1789360380,4,NEAR,0.000417,0.000209,0.000209
1789360380,4,BILL,0.005399,0.003341,0.003406
1789360431,4,BTC,0.000001,0.000001,0.000001
1789360431,4,ETH,0.000004,0.000002,0.000002
1789360431,4,SOL,0.000099,0.000050,0.000050
1789360431,4,ADA,0.000485,0.000243,0.000243
1789360431,4,LINK,0.000264,0.000202,0.000211
1789360431,4,AVAX,0.000811,0.000406,0.000449
1789360431,4,XRP,0.000146,0.000141,0.000206
1789360431,4,DOT,0.000589,0.000294,0.000303
1789360431,4,XLM,0.002479,0.001276,0.001285
1789360431,4,SUI,0.000140,0.000290,0.000320
1789360431,4,HYPE,0.000175,0.000100,0.000162
1789360431,4,ZEC,0.000476,0.000244,0.000259
1789360431,4,AAVE,0.001587,0.000924,0.001258
1789360431,4,TAO,0.000425,0.000212,0.000398
1789360431,4,NEAR,0.000418,0.000209,0.000209
1789360431,4,BILL,0.004626,0.003595,0.003726
1789360487,4,BTC,0.000001,0.000001,0.000001
1789360487,4,ETH,0.000056,0.000028,0.000028
1789360487,4,SOL,0.000099,0.000050,0.000050
1789360487,4,ADA,0.000484,0.000242,0.000242
1789360487,4,LINK,0.000264,0.000132,0.000132
1789360487,4,AVAX,0.000811,0.000406,0.000449
1789360487,4,XRP,0.000218,0.000125,0.000154
1789360487,4,DOT,0.000883,0.000523,0.000531
1789360487,4,XLM,0.003080,0.001613,0.001632
1789360487,4,SUI,0.000419,0.000327,0.000338
1789360487,4,HYPE,0.000262,0.000147,0.000187
1789360487,4,ZEC,0.000296,0.000157,0.000180
1789360487,4,AAVE,0.000635,0.001083,0.001554
1789360487,4,TAO,0.000425,0.000544,0.000591
1789360487,4,NEAR,0.000417,0.000422,0.000525
1789360487,4,BILL,0.004626,0.002954,0.003020
1789360992,4,BTC,0.000001,0.000001,0.000001
1789360992,4,ETH,0.000048,0.000024,0.000026
1789360992,4,SOL,0.000099,0.000049,0.000049
1789360992,4,ADA,0.000484,0.000242,0.000242
1789360992,4,LINK,0.000263,0.000270,0.000289
1789360992,4,AVAX,0.000810,0.000405,0.000448
1789360992,4,XRP,0.000145,0.000105,0.000125
1789360992,4,DOT,0.000588,0.000440,0.000465
1789360992,4,XLM,0.003232,0.001652,0.001662
1789360992,4,SUI,0.000139,0.000070,0.000070
1789360992,4,HYPE,0.000249,0.000130,0.000164
1789360992,4,ZEC,0.000394,0.000239,0.000344
1789360992,4,AAVE,0.000396,0.000395,0.000914
1789360992,4,TAO,0.000849,0.000424,0.000424
1789360992,4,NEAR,0.000417,0.000209,0.000209
1789360992,4,BILL,0.005407,0.003346,0.003412
1789361043,4,BTC,0.000001,0.000001,0.000001
1789361043,4,ETH,0.000032,0.000016,0.000016
1789361043,4,SOL,0.000198,0.000099,0.000099
1789361043,4,ADA,0.000484,0.000242,0.000242
1789361043,4,LINK,0.000264,0.000201,0.000210
1789361043,4,AVAX,0.000810,0.000405,0.000449
1789361043,4,XRP,0.000073,0.000042,0.000076
1789361043,4,DOT,0.000687,0.000425,0.000433
1789361043,4,XLM,0.002739,0.001405,0.001415
1789361043,4,SUI,0.000139,0.000070,0.000070
1789361043,4,HYPE,0.000162,0.000095,0.000136
1789361043,4,ZEC,0.000161,0.000081,0.000081
1789361043,4,AAVE,0.001189,0.000777,0.000805
1789361043,4,TAO,0.000425,0.000212,0.000212
1789361043,4,NEAR,0.000835,0.000417,0.000417
1789361043,4,BILL,0.005407,0.003346,0.003412
1789361098,4,BTC,0.000001,0.000001,0.000001
1789361098,4,ETH,0.000040,0.000020,0.000020
1789361098,4,SOL,0.000099,0.000049,0.000049
1789361098,4,ADA,0.000968,0.000484,0.000484
1789361098,4,LINK,0.000088,0.000183,0.000201
1789361098,4,AVAX,0.000540,0.000270,0.000357
1789361098,4,XRP,0.000218,0.000109,0.000109
1789361098,4,DOT,0.000589,0.000376,0.000384
1789361098,4,XLM,0.002410,0.001277,0.001602
1789361098,4,SUI,0.000279,0.000139,0.000139
1789361098,4,HYPE,0.000324,0.000162,0.000179
1789361098,4,ZEC,0.000072,0.000036,0.000036
1789361098,4,AAVE,0.001348,0.000735,0.000744
1789361098,4,TAO,0.000424,0.000212,0.000212
1789361098,4,NEAR,0.000418,0.000209,0.000209
1789361098,4,BILL,0.004633,0.002959,0.003024
1789361603,4,BTC,0.000001,0.000001,0.000001
1789361603,4,ETH,0.000004,0.000002,0.000002
1789361603,4,SOL,0.000099,0.000049,0.000049
1789361603,4,ADA,0.000483,0.000242,0.000242
1789361603,4,LINK,0.000176,0.000226,0.000245
1789361603,4,AVAX,0.000405,0.000202,0.000246
1789361603,4,XRP,0.000218,0.000191,0.000223
1789361603,4,DOT,0.000098,0.000419,0.000431
1789361603,4,XLM,0.002962,0.001699,0.001755
1789361603,4,SUI,0.000419,0.000325,0.000337
1789361603,4,HYPE,0.000012,0.000030,0.000125
1789361603,4,ZEC,0.000009,0.000004,0.000004
1789361603,4,AAVE,0.000079,0.000653,0.000704
1789361603,4,TAO,0.000426,0.000213,0.000213
1789361603,4,NEAR,0.000419,0.000209,0.000209
1789361603,4,BILL,0.004644,0.003647,0.003759
1789361654,4,BTC,0.000001,0.000001,0.000001
1789361654,4,ETH,0.000052,0.000026,0.000026
1789361654,4,SOL,0.000099,0.000049,0.000049
1789361654,4,ADA,0.000483,0.000242,0.000242
1789361654,4,LINK,0.000176,0.000157,0.000166
1789361654,4,AVAX,0.000675,0.000337,0.000381
1789361654,4,XRP,0.000145,0.000073,0.000075
1789361654,4,DOT,0.000098,0.000708,0.000723
1789361654,4,XLM,0.003071,0.001644,0.001672
1789361654,4,SUI,0.000558,0.000279,0.000279
1789361654,4,HYPE,0.000200,0.000106,0.000135
1789361654,4,ZEC,0.000125,0.000063,0.000063
1789361654,4,AAVE,0.000635,0.000378,0.000388
1789361654,4,TAO,0.000851,0.000426,0.000426
1789361654,4,NEAR,0.000418,0.000209,0.000209
1789361654,4,BILL,0.004640,0.002964,0.003029
1789361709,4,BTC,0.000001,0.000001,0.000001
1789361709,4,ETH,0.000068,0.000034,0.000034
1789361709,4,SOL,0.000198,0.000099,0.000099
1789361709,4,ADA,0.000966,0.000483,0.000483
1789361709,4,LINK,0.000263,0.000201,0.000210
1789361709,4,AVAX,0.000675,0.000337,0.000380
1789361709,4,XRP,0.000218,0.000150,0.000199
1789361709,4,DOT,0.000098,0.000598,0.000619
1789361709,4,XLM,0.002851,0.001534,0.001562
1789361709,4,SUI,0.000418,0.000325,0.000407
1789361709,4,HYPE,0.000262,0.000137,0.000161
1789361709,4,ZEC,0.000099,0.000051,0.000055
1789361709,4,AAVE,0.000079,0.000040,0.000040
1789361709,4,TAO,0.000851,0.000426,0.000426
1789361709,4,NEAR,0.000418,0.000498,0.000563
1789361709,4,BILL,0.005416,0.003352,0.003417
1789362214,5,BTC,0.000001,0.000001,0.000001
1789362214,5,ETH,0.000056,0.000028,0.000028
1789362214,5,SOL,0.000099,0.000050,0.000050
